ID	description	additional_image_link	condition	mpn	custom_label_2	title	availability	price	link	image_link	brand	item_group_id	custom_label_0	google_product_category	product_type	adult
7495	"Каркас теплицы «Титан» изготовлен из квадратной оцинкованной трубы 20х20 мм с толщиной стенки 1,5 мм. Теплица выдерживает механические нагрузки до 250 кг/м кв. Срок эксплуатации теплицы — от 10 лет.
Один торец теплицы имеет дверь с форточкой, второй — форточку. Для накрытия каркаса используется сотовый поликарбонат, изготавливаемый специально для теплиц.
Инструкции сборки
"	https://fabrika-teplic.com/wp-content/uploads/teplica-titan-21.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-22.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-03.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-02.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-09.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-07.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-16.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-14.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-23.jpg	new	7495	"Теплицы > Теплицы «Титан» с поликарбонатом > Теплицы с"	"Теплица «Титан» 3х10 из оцинкованной квадратной трубы 1,5 мм с поликарбонатом Soton 8"	"in stock"	"23450 UAH"	https://fabrika-teplic.com/vitrina/teplicza-titan-3x10x2-iz-oczinkovannoj-kvadratnoj-truby-s-polikarbonatom-soton-nano-8-mm/	https://fabrika-teplic.com/wp-content/uploads/titan-17.png	"Alistan Shop"	7495		"Home & Garden > Lawn & Garden > Gardening > Greenhouses"	"Теплицы > Теплицы «Титан» с поликарбонатом > Теплицы с поликарбонатом"	no
7510	"Каркас теплицы «Веган» изготовлен из квадратной оцинкованной трубы 20х20 мм с толщиной стенки 1 мм. Теплица выдерживает механические нагрузки до 180 кг/м кв. Срок эксплуатации теплицы — от 10 лет.
Один торец теплицы имеет дверь с форточкой, второй — форточку. Для накрытия каркаса используется сотовый поликарбонат, изготавливаемый специально для теплиц.
Инструкции сборки
"	https://fabrika-teplic.com/wp-content/uploads/teplica-polikarbonat-01.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-21.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-03.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-02.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-09.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-07.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-16.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-14.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-12.jpg	new	7510	"Теплицы > Теплицы «Веган» с поликарбонатом > Теплицы с"	"Теплица «Веган» 3х4 из оцинкованной квадратной трубы с поликарбонатом Soton 4 мм"	"in stock"	"6650 UAH"	https://fabrika-teplic.com/vitrina/teplicza-vegan-3h4h2-iz-oczinkovannoj-kvadratnoj-truby-s-polikarbonatom-soton-nano-4-mm/	https://fabrika-teplic.com/wp-content/uploads/titan-light-17.png	"Alistan Shop"	7510		"Home & Garden > Lawn & Garden > Gardening > Greenhouses"	"Теплицы > Теплицы «Веган» с поликарбонатом > Теплицы с поликарбонатом"	no
7513	"Каркас теплицы «Веган» изготовлен из квадратной оцинкованной трубы 20х20 мм с толщиной стенки 1 мм. Теплица выдерживает механические нагрузки до 180 кг/м кв. Срок эксплуатации теплицы — от 10 лет.
Один торец теплицы имеет дверь с форточкой, второй — форточку. Для накрытия каркаса используется сотовый поликарбонат, изготавливаемый специально для теплиц.
Инструкции сборки
"	https://fabrika-teplic.com/wp-content/uploads/teplica-polikarbonat-01.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-21.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-03.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-02.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-09.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-07.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-16.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-14.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-12.jpg	new	7513	"Теплицы > Теплицы «Веган» с поликарбонатом > Теплицы с"	"Теплица «Веган» 3х4 из оцинкованной квадратной трубы с поликарбонатом Soton 6 мм"	"in stock"	"8650 UAH"	https://fabrika-teplic.com/vitrina/teplicza-vegan-3h4h2-iz-oczinkovannoj-kvadratnoj-truby-s-polikarbonatom-soton-nano-6-mm/	https://fabrika-teplic.com/wp-content/uploads/titan-light-17.png	"Alistan Shop"	7513		"Home & Garden > Lawn & Garden > Gardening > Greenhouses"	"Теплицы > Теплицы «Веган» с поликарбонатом > Теплицы с поликарбонатом"	no
7514	"Каркас теплицы «Веган» изготовлен из квадратной оцинкованной трубы 20х20 мм с толщиной стенки 1 мм. Теплица выдерживает механические нагрузки до 180 кг/м кв. Срок эксплуатации теплицы — от 10 лет.
Один торец теплицы имеет дверь с форточкой, второй — форточку. Для накрытия каркаса используется сотовый поликарбонат, изготавливаемый специально для теплиц.
Инструкции сборки
"	https://fabrika-teplic.com/wp-content/uploads/teplica-polikarbonat-01.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-21.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-03.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-02.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-09.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-07.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-16.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-14.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-12.jpg	new	7514	"Теплицы > Теплицы «Веган» с поликарбонатом > Теплицы с"	"Теплица «Веган» 3х4 из оцинкованной квадратной трубы с поликарбонатом Soton 8 мм"	"in stock"	"10950 UAH"	https://fabrika-teplic.com/vitrina/teplicza-vegan-3h4h2-iz-oczinkovannoj-kvadratnoj-truby-s-polikarbonatom-soton-nano-8-mm/	https://fabrika-teplic.com/wp-content/uploads/titan-light-17.png	"Alistan Shop"	7514		"Home & Garden > Lawn & Garden > Gardening > Greenhouses"	"Теплицы > Теплицы «Веган» с поликарбонатом > Теплицы с поликарбонатом"	no
7515	"Каркас теплицы «Веган» изготовлен из квадратной оцинкованной трубы 20х20 мм с толщиной стенки 1 мм. Теплица выдерживает механические нагрузки до 180 кг/м кв. Срок эксплуатации теплицы — от 10 лет.
Один торец теплицы имеет дверь с форточкой, второй — форточку. Для накрытия каркаса используется сотовый поликарбонат, изготавливаемый специально для теплиц.
Инструкции сборки
"	https://fabrika-teplic.com/wp-content/uploads/teplica-polikarbonat-01.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-21.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-03.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-02.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-09.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-07.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-16.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-14.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-12.jpg	new	7515	"Теплицы > Теплицы «Веган» с поликарбонатом > Теплицы с"	"Теплица «Веган» 3х6 из оцинкованной квадратной трубы с поликарбонатом Soton 4 мм"	"in stock"	"8450 UAH"	https://fabrika-teplic.com/vitrina/teplicza-vegan-3h6h2-iz-oczinkovannoj-kvadratnoj-truby-s-polikarbonatom-soton-nano-4-mm/	https://fabrika-teplic.com/wp-content/uploads/titan-light-17.png	"Alistan Shop"	7515		"Home & Garden > Lawn & Garden > Gardening > Greenhouses"	"Теплицы > Теплицы «Веган» с поликарбонатом > Теплицы с поликарбонатом"	no
7516	"Каркас теплицы «Веган» изготовлен из квадратной оцинкованной трубы 20х20 мм с толщиной стенки 1 мм. Теплица выдерживает механические нагрузки до 180 кг/м кв. Срок эксплуатации теплицы — от 10 лет.
Один торец теплицы имеет дверь с форточкой, второй — форточку. Для накрытия каркаса используется сотовый поликарбонат, изготавливаемый специально для теплиц.
Инструкции сборки
"	https://fabrika-teplic.com/wp-content/uploads/teplica-polikarbonat-01.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-21.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-03.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-02.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-09.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-07.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-16.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-14.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-12.jpg	new	7516	"Теплицы > Теплицы «Веган» с поликарбонатом > Теплицы с"	"Теплица «Веган» 3х6 из оцинкованной квадратной трубы с поликарбонатом Soton 6 мм"	"in stock"	"11150 UAH"	https://fabrika-teplic.com/vitrina/teplicza-vegan-3h6h2-iz-oczinkovannoj-kvadratnoj-truby-s-polikarbonatom-soton-nano-6-mm/	https://fabrika-teplic.com/wp-content/uploads/titan-light-17.png	"Alistan Shop"	7516		"Home & Garden > Lawn & Garden > Gardening > Greenhouses"	"Теплицы > Теплицы «Веган» с поликарбонатом > Теплицы с поликарбонатом"	no
7518	"Каркас теплицы «Веган» изготовлен из квадратной оцинкованной трубы 20х20 мм с толщиной стенки 1 мм. Теплица выдерживает механические нагрузки до 180 кг/м кв. Срок эксплуатации теплицы — от 10 лет.
Один торец теплицы имеет дверь с форточкой, второй — форточку. Для накрытия каркаса используется сотовый поликарбонат, изготавливаемый специально для теплиц.
Инструкции сборки
"	https://fabrika-teplic.com/wp-content/uploads/teplica-polikarbonat-01.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-21.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-03.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-02.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-09.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-07.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-16.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-14.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-12.jpg	new	7518	"Теплицы > Теплицы «Веган» с поликарбонатом > Теплицы с"	"Теплица «Веган» 3х6 из оцинкованной квадратной трубы с поликарбонатом Soton 8 мм"	"in stock"	"14200 UAH"	https://fabrika-teplic.com/vitrina/teplicza-vegan-3h6h2-iz-oczinkovannoj-kvadratnoj-truby-s-polikarbonatom-soton-nano-8-mm/	https://fabrika-teplic.com/wp-content/uploads/titan-light-17.png	"Alistan Shop"	7518		"Home & Garden > Lawn & Garden > Gardening > Greenhouses"	"Теплицы > Теплицы «Веган» с поликарбонатом > Теплицы с поликарбонатом"	no
7519	"Каркас теплицы «Веган» изготовлен из квадратной оцинкованной трубы 20х20 мм с толщиной стенки 1 мм. Теплица выдерживает механические нагрузки до 180 кг/м кв. Срок эксплуатации теплицы — от 10 лет.
Один торец теплицы имеет дверь с форточкой, второй — форточку. Для накрытия каркаса используется сотовый поликарбонат, изготавливаемый специально для теплиц.
Инструкции сборки
"	https://fabrika-teplic.com/wp-content/uploads/teplica-titan-21.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-22.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-03.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-02.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-09.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-07.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-16.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-14.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-23.jpg	new	7519	"Теплицы > Теплицы «Веган» с поликарбонатом > Теплицы с"	"Теплица «Веган» 3х8 из оцинкованной квадратной трубы с поликарбонатом Soton 4 мм"	"in stock"	"10200 UAH"	https://fabrika-teplic.com/vitrina/teplicza-vegan-3h8h2-iz-oczinkovannoj-kvadratnoj-truby-s-polikarbonatom-soton-nano-4-mm/	https://fabrika-teplic.com/wp-content/uploads/titan-light-17.png	"Alistan Shop"	7519		"Home & Garden > Lawn & Garden > Gardening > Greenhouses"	"Теплицы > Теплицы «Веган» с поликарбонатом > Теплицы с поликарбонатом"	no
7520	"Каркас теплицы «Веган» изготовлен из квадратной оцинкованной трубы 20х20 мм с толщиной стенки 1 мм. Теплица выдерживает механические нагрузки до 180 кг/м кв. Срок эксплуатации теплицы — от 10 лет.
Один торец теплицы имеет дверь с форточкой, второй — форточку. Для накрытия каркаса используется сотовый поликарбонат, изготавливаемый специально для теплиц.
Инструкции сборки
"	https://fabrika-teplic.com/wp-content/uploads/teplica-titan-21.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-22.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-03.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-02.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-09.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-07.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-16.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-14.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-23.jpg	new	7520	"Теплицы > Теплицы «Веган» с поликарбонатом > Теплицы с"	"Теплица «Веган» 3х8 из оцинкованной квадратной трубы с поликарбонатом Soton 6 мм"	"in stock"	"13600 UAH"	https://fabrika-teplic.com/vitrina/teplicza-vegan-3h8h2-iz-oczinkovannoj-kvadratnoj-truby-s-polikarbonatom-soton-nano-6-mm/	https://fabrika-teplic.com/wp-content/uploads/titan-light-17.png	"Alistan Shop"	7520		"Home & Garden > Lawn & Garden > Gardening > Greenhouses"	"Теплицы > Теплицы «Веган» с поликарбонатом > Теплицы с поликарбонатом"	no
7521	"Каркас теплицы «Веган» изготовлен из квадратной оцинкованной трубы 20х20 мм с толщиной стенки 1 мм. Теплица выдерживает механические нагрузки до 180 кг/м кв. Срок эксплуатации теплицы — от 10 лет.
Один торец теплицы имеет дверь с форточкой, второй — форточку. Для накрытия каркаса используется сотовый поликарбонат, изготавливаемый специально для теплиц.
Инструкции сборки
"	https://fabrika-teplic.com/wp-content/uploads/teplica-titan-21.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-22.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-03.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-02.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-09.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-07.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-16.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-14.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-23.jpg	new	7521	"Теплицы > Теплицы «Веган» с поликарбонатом > Теплицы с"	"Теплица «Веган» 3х8 из оцинкованной квадратной трубы с поликарбонатом Soton 8 мм"	"in stock"	"17400 UAH"	https://fabrika-teplic.com/vitrina/teplicza-vegan-3h8h2-iz-oczinkovannoj-kvadratnoj-truby-s-polikarbonatom-soton-nano-8-mm/	https://fabrika-teplic.com/wp-content/uploads/titan-light-17.png	"Alistan Shop"	7521		"Home & Garden > Lawn & Garden > Gardening > Greenhouses"	"Теплицы > Теплицы «Веган» с поликарбонатом > Теплицы с поликарбонатом"	no
7522	"Каркас теплицы «Веган» изготовлен из квадратной оцинкованной трубы 20х20 мм с толщиной стенки 1 мм. Теплица выдерживает механические нагрузки до 180 кг/м кв. Срок эксплуатации теплицы — от 10 лет.
Один торец теплицы имеет дверь с форточкой, второй — форточку. Для накрытия каркаса используется сотовый поликарбонат, изготавливаемый специально для теплиц.
Инструкции сборки
"	https://fabrika-teplic.com/wp-content/uploads/teplica-titan-21.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-22.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-03.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-02.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-09.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-07.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-16.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-14.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-23.jpg	new	7522	"Теплицы > Теплицы «Веган» с поликарбонатом > Теплицы с"	"Теплица «Веган» 3х10 из оцинкованной квадратной трубы с поликарбонатом Soton 4 мм"	"in stock"	"11950 UAH"	https://fabrika-teplic.com/vitrina/teplicza-vegan-3h10h2-iz-oczinkovannoj-kvadratnoj-truby-s-polikarbonatom-soton-nano-4-mm/	https://fabrika-teplic.com/wp-content/uploads/titan-light-17.png	"Alistan Shop"	7522		"Home & Garden > Lawn & Garden > Gardening > Greenhouses"	"Теплицы > Теплицы «Веган» с поликарбонатом > Теплицы с поликарбонатом"	no
7523	"Каркас теплицы «Веган» изготовлен из квадратной оцинкованной трубы 20х20 мм с толщиной стенки 1 мм. Теплица выдерживает механические нагрузки до 180 кг/м кв. Срок эксплуатации теплицы — от 10 лет.
Один торец теплицы имеет дверь с форточкой, второй — форточку. Для накрытия каркаса используется сотовый поликарбонат, изготавливаемый специально для теплиц.
Инструкции сборки
"	https://fabrika-teplic.com/wp-content/uploads/teplica-titan-21.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-22.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-03.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-02.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-09.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-07.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-16.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-14.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-23.jpg	new	7523	"Теплицы > Теплицы «Веган» с поликарбонатом > Теплицы с"	"Теплица «Веган» 3х10 из оцинкованной квадратной трубы с поликарбонатом Soton 6 мм"	"in stock"	"16000 UAH"	https://fabrika-teplic.com/vitrina/teplicza-vegan-3h10h2-iz-oczinkovannoj-kvadratnoj-truby-s-polikarbonatom-soton-nano-6-mm/	https://fabrika-teplic.com/wp-content/uploads/titan-light-17.png	"Alistan Shop"	7523		"Home & Garden > Lawn & Garden > Gardening > Greenhouses"	"Теплицы > Теплицы «Веган» с поликарбонатом > Теплицы с поликарбонатом"	no
7524	"Каркас теплицы «Веган» изготовлен из квадратной оцинкованной трубы 20х20 мм с толщиной стенки 1 мм. Теплица выдерживает механические нагрузки до 180 кг/м кв. Срок эксплуатации теплицы — от 10 лет.
Один торец теплицы имеет дверь с форточкой, второй — форточку. Для накрытия каркаса используется сотовый поликарбонат, изготавливаемый специально для теплиц.
Инструкции сборки
"	https://fabrika-teplic.com/wp-content/uploads/teplica-titan-21.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-22.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-03.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-02.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-09.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-07.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-16.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-14.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplica-titan-23.jpg	new	7524	"Теплицы > Теплицы «Веган» с поликарбонатом > Теплицы с"	"Теплица «Веган» 3х10 из оцинкованной квадратной трубы с поликарбонатом Soton 8 мм"	"in stock"	"20600 UAH"	https://fabrika-teplic.com/vitrina/teplicza-vegan-3h10h2-iz-oczinkovannoj-kvadratnoj-truby-s-polikarbonatom-soton-nano-8-mm/	https://fabrika-teplic.com/wp-content/uploads/titan-light-17.png	"Alistan Shop"	7524		"Home & Garden > Lawn & Garden > Gardening > Greenhouses"	"Теплицы > Теплицы «Веган» с поликарбонатом > Теплицы с поликарбонатом"	no
8442	"Каркас теплицы «Веган» изготовлен из квадратной оцинкованной трубы 20х20 мм с толщиной стенки 1 мм. Теплица выдерживает механические нагрузки до 180 кг/м кв. Срок эксплуатации теплицы — от 10 лет.
В стандартной комплектации теплицы плёнка крепится к каркасу прижимными планками. В расширенной комплектации (+ 1 000 грн) для крепления плёнки используется зигзаг-профиль.
Инструкции сборки
"	https://fabrika-teplic.com/wp-content/uploads/main-02.png%2Chttps://fabrika-teplic.com/wp-content/uploads/teplicza-plenka-24.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplicza-plenka-10.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplicza-plenka-11.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplicza-plenka-12.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplicza-plenka-13.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplicza-plenka-14.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplicza-plenka-18.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplicza-plenka-19.jpg	new	8442	"Теплицы > Теплицы «Веган» с пленкой > Теплицы с пленкой"	"Теплица «Веган» 3x4 из оцинкованной квадратной трубы с пленкой 150 мкм"	"in stock"	"4100 UAH"	https://fabrika-teplic.com/vitrina/teplicza-vegan-3h4x2-iz-oczinkovannoj-kvadratnoj-truby-s-plenkoj-150-mkm/	https://fabrika-teplic.com/wp-content/uploads/teplicza-plenka-00-2.png	"Alistan Shop"	8442		"Home & Garden > Lawn & Garden > Gardening > Greenhouses"	"Теплицы > Теплицы «Веган» с пленкой > Теплицы с пленкой"	no
8460	"Каркас теплицы «Веган» изготовлен из квадратной оцинкованной трубы 20х20 мм с толщиной стенки 1 мм. Теплица выдерживает механические нагрузки до 180 кг/м кв. Срок эксплуатации теплицы — от 10 лет.
В стандартной комплектации теплицы плёнка крепится к каркасу прижимными планками. В расширенной комплектации (+ 1 000 грн) для крепления плёнки используется зигзаг-профиль.
Инструкции сборки
"	https://fabrika-teplic.com/wp-content/uploads/main-02.png%2Chttps://fabrika-teplic.com/wp-content/uploads/teplicza-plenka-24.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplicza-plenka-10.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplicza-plenka-12.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplicza-plenka-11.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplicza-plenka-13.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplicza-plenka-14.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplicza-plenka-18.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplicza-plenka-22.jpg	new	8460	"Теплицы > Теплицы «Веган» с пленкой > Теплицы с пленкой"	"Теплица «Веган» 3х6 из оцинкованной квадратной трубы с пленкой 150 мкм"	"in stock"	"5000 UAH"	https://fabrika-teplic.com/vitrina/teplicza-vegan-3h6x2-iz-oczinkovannoj-kvadratnoj-truby-s-plenkoj-150-mkm/	https://fabrika-teplic.com/wp-content/uploads/teplicza-plenka-00-2.png	"Alistan Shop"	8460		"Home & Garden > Lawn & Garden > Gardening > Greenhouses"	"Теплицы > Теплицы «Веган» с пленкой > Теплицы с пленкой"	no
8461	"Каркас теплицы «Веган» изготовлен из квадратной оцинкованной трубы 20х20 мм с толщиной стенки 1 мм. Теплица выдерживает механические нагрузки до 180 кг/м кв. Срок эксплуатации теплицы — от 10 лет.
В стандартной комплектации теплицы плёнка крепится к каркасу прижимными планками. В расширенной комплектации (+ 1 000 грн) для крепления плёнки используется зигзаг-профиль.
Инструкции сборки
"	https://fabrika-teplic.com/wp-content/uploads/main-02.png%2Chttps://fabrika-teplic.com/wp-content/uploads/teplicza-plenka-24.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplicza-plenka-10.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplicza-plenka-11.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplicza-plenka-12.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplicza-plenka-14.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplicza-plenka-13.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplicza-plenka-18.jpg%2Chttps://fabrika-teplic.com/wp-content/uploads/teplicza-plenka-20.jpg	new	8461	"Теплицы > Теплицы «Веган» с пленкой > Теплицы с пленкой"	"Теплица «Веган» 3х8 из оцинкованной квадратной трубы с пленкой 150 мкм"	"in stock"	"5900 UAH"	https://fabrika-teplic.com/vitrina/teplicza-vegan-3h8x2-iz-oczinkovannoj-kvadratnoj-truby-s-plenkoj-150-mkm/	https://fabrika-teplic.com/wp-content/uploads/teplicza-plenka-00-2.png	"Alistan Shop"	8461		"Home & Garden > Lawn & Garden > Gardening > Greenhouses"	"Теплицы > Теплицы «Веган» с пленкой > Теплицы с пленкой"	no
