ID	description	additional_image_link	condition	gtin	mpn	image_link	title	custom_label_0	item_group_id	google_product_category	product_type	link	price	availability
6369	"Каркас теплицы премиум-класса «Стандарт» изготовлен из стальной профильной квадратной трубы 20&#215;20 мм. Покрытие цинком обеспечивает антикоррозийность и длительный срок службы металла. Гарантийный срок эксплуатации надежного каркаса из нержавеющей стали &#8212; 15 лет.
Каркас имеет дополнительное усиление, благодаря которым тепличная конструкция выдерживает значительные механические нагрузки. Это армирующие диагональные усиления с обеих сторон в нижней части торцов и усиленные оцинкованные балки в верхней части каждой арки.
Характеристики теплицы «Стандарт» &#8212; толщина стенки оцинкованного профиля &#8212; 1,2 мм, расстояние между арками 1 м, прочность 200 кг/м2. Отличные прочностные характеристики и выгодная цена от производителя делает эту теплицу лучшим решением для выращивания тепличных культур на загородном участке.
"	https://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-3x6-rura-002.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-3x6-rura-003.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-3x6-rura-004.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-3x6-rura-005.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-3x6-rura-006.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-3x6-rura-007.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-3x6-rura-008.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-3x6-rura-009.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-3x6-rura-010.jpg	new	6369	6369	https://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-3x6-rura-020.png	"Теплица «Стандарт» 3x8x2 из оцинкованной квадратной трубы с поликарбонатом Soton Nano 6"		6369	"Home & Garden > Lawn & Garden > Gardening > Greenhouses"	"Теплицы ""Стандарт"" > Теплицы с поликарбонатом"	https://ua.alistan-shop.com/vitrina/teplicza-standart-3x8x2-iz-oczinkovannoj-kvadratnoj-truby-s-polikarbonatom-soton-nano-6-mm/	"15950 UAH"	"in stock"
6371	"Каркас теплицы премиум-класса «Стандарт» изготовлен из стальной профильной квадратной трубы 20&#215;20 мм. Покрытие цинком обеспечивает антикоррозийность и длительный срок службы металла. Гарантийный срок эксплуатации надежного каркаса из нержавеющей стали &#8212; 15 лет.
Каркас имеет дополнительное усиление, благодаря которым тепличная конструкция выдерживает значительные механические нагрузки. Это армирующие диагональные усиления с обеих сторон в нижней части торцов и усиленные оцинкованные балки в верхней части каждой арки.
Характеристики теплицы «Стандарт» &#8212; толщина стенки оцинкованного профиля &#8212; 1,2 мм, расстояние между арками 1 м, прочность 200 кг/м2. Отличные прочностные характеристики и выгодная цена от производителя делает эту теплицу лучшим решением для выращивания тепличных культур на загородном участке.
"	https://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-3x6-rura-002.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-3x6-rura-003.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-3x6-rura-004.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-3x6-rura-005.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-3x6-rura-006.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-3x6-rura-007.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-3x6-rura-008.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-3x6-rura-009.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-3x6-rura-010.jpg	new	6371	6371	https://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-3x6-rura-020.png	"Теплица «Стандарт» 3х10х2 из оцинкованной квадратной трубы с поликарбонатом Soton Nano"		6371	"Home & Garden > Lawn & Garden > Gardening > Greenhouses"	"Теплицы ""Стандарт"" > Теплицы с поликарбонатом"	https://ua.alistan-shop.com/vitrina/teplicza-standart-3x10x2-iz-oczinkovannoj-kvadratnoj-truby-pod-polikarbonat-6-mm/	"18900 UAH"	"in stock"
6373	"Каркас теплицы премиум-класса «Стандарт» изготовлен из стальной профильной квадратной трубы 20&#215;20 мм. Покрытие цинком обеспечивает антикоррозийность и длительный срок службы металла. Гарантийный срок эксплуатации надежного каркаса из нержавеющей стали &#8212; 15 лет.
Каркас имеет дополнительное усиление, благодаря которым тепличная конструкция выдерживает значительные механические нагрузки. Это армирующие диагональные усиления с обеих сторон в нижней части торцов и усиленные оцинкованные балки в верхней части каждой арки.
Характеристики теплицы «Стандарт» &#8212; толщина стенки оцинкованного профиля &#8212; 1,2 мм, расстояние между арками 1 м, прочность 200 кг/м2. Отличные прочностные характеристики и выгодная цена от производителя делает эту теплицу лучшим решением для выращивания тепличных культур на загородном участке.
"	https://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-3x6-rura-002.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-3x6-rura-003.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-3x6-rura-004.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-3x6-rura-005.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-3x6-rura-006.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-3x6-rura-007.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-3x6-rura-008.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-3x6-rura-009.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-3x6-rura-010.jpg	new	6373	6373	https://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-3x6-rura-020.png	"Теплица «Стандарт» 3х4х2 из оцинкованной квадратной трубы с поликарбонатом Soton Nano"		6373	"Home & Garden > Lawn & Garden > Gardening > Greenhouses"	"Теплицы ""Стандарт"" > Теплицы с поликарбонатом"	https://ua.alistan-shop.com/vitrina/teplicza-standart-3x4x2-iz-oczinkovannoj-kvadratnoj-truby-pod-polikarbonat-4-mm/	"8200 UAH"	"in stock"
6374	"Каркас теплицы премиум-класса «Стандарт» изготовлен из стальной профильной квадратной трубы 20&#215;20 мм. Покрытие цинком обеспечивает антикоррозийность и длительный срок службы металла. Гарантийный срок эксплуатации надежного каркаса из нержавеющей стали &#8212; 15 лет.
Каркас имеет дополнительное усиление, благодаря которым тепличная конструкция выдерживает значительные механические нагрузки. Это армирующие диагональные усиления с обеих сторон в нижней части торцов и усиленные оцинкованные балки в верхней части каждой арки.
Характеристики теплицы «Стандарт» &#8212; толщина стенки оцинкованного профиля &#8212; 1,2 мм, расстояние между арками 1 м, прочность 200 кг/м2. Отличные прочностные характеристики и выгодная цена от производителя делает эту теплицу лучшим решением для выращивания тепличных культур на загородном участке.
"	https://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-3x6-rura-002.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-3x6-rura-003.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-3x6-rura-004.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-3x6-rura-005.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-3x6-rura-006.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-3x6-rura-007.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-3x6-rura-008.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-3x6-rura-009.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-3x6-rura-010.jpg	new	6374	6374	https://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-3x6-rura-020.png	"Теплица «Стандарт» 3х6х2 из оцинкованной квадратной трубы с поликарбонатом Soton Nano"		6374	"Home & Garden > Lawn & Garden > Gardening > Greenhouses"	"Теплицы ""Стандарт"" > Теплицы с поликарбонатом"	https://ua.alistan-shop.com/vitrina/teplicza-standart-3x6x2-iz-oczinkovannoj-kvadratnoj-truby-pod-polikarbonat-4-mm/	"10350 UAH"	"in stock"
6375	"Каркас теплицы премиум-класса «Стандарт» изготовлен из стальной профильной квадратной трубы 20&#215;20 мм. Покрытие цинком обеспечивает антикоррозийность и длительный срок службы металла. Гарантийный срок эксплуатации надежного каркаса из нержавеющей стали &#8212; 15 лет.
Каркас имеет дополнительное усиление, благодаря которым тепличная конструкция выдерживает значительные механические нагрузки. Это армирующие диагональные усиления с обеих сторон в нижней части торцов и усиленные оцинкованные балки в верхней части каждой арки.
Характеристики теплицы «Стандарт» &#8212; толщина стенки оцинкованного профиля &#8212; 1,2 мм, расстояние между арками 1 м, прочность 200 кг/м2. Отличные прочностные характеристики и выгодная цена от производителя делает эту теплицу лучшим решением для выращивания тепличных культур на загородном участке.
"	https://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-3x6-rura-002.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-3x6-rura-003.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-3x6-rura-004.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-3x6-rura-005.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-3x6-rura-006.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-3x6-rura-007.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-3x6-rura-008.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-3x6-rura-009.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-3x6-rura-010.jpg	new	6375	6375	https://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-3x6-rura-020.png	"Теплица «Стандарт» 3х8х2 из оцинкованной квадратной трубы с поликарбонатом Soton Nano"		6375	"Home & Garden > Lawn & Garden > Gardening > Greenhouses"	"Теплицы ""Стандарт"" > Теплицы с поликарбонатом"	https://ua.alistan-shop.com/vitrina/teplicza-standart-3x8x2-iz-oczinkovannoj-kvadratnoj-truby-pod-polikarbonat-4-mm/	"12500 UAH"	"in stock"
6376	"Каркас теплицы премиум-класса «Стандарт» изготовлен из стальной профильной квадратной трубы 20&#215;20 мм. Покрытие цинком обеспечивает антикоррозийность и длительный срок службы металла. Гарантийный срок эксплуатации надежного каркаса из нержавеющей стали &#8212; 15 лет.
Каркас имеет дополнительное усиление, благодаря которым тепличная конструкция выдерживает значительные механические нагрузки. Это армирующие диагональные усиления с обеих сторон в нижней части торцов и усиленные оцинкованные балки в верхней части каждой арки.
Характеристики теплицы «Стандарт» &#8212; толщина стенки оцинкованного профиля &#8212; 1,2 мм, расстояние между арками 1 м, прочность 200 кг/м2. Отличные прочностные характеристики и выгодная цена от производителя делает эту теплицу лучшим решением для выращивания тепличных культур на загородном участке.
"	https://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-3x6-rura-002.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-3x6-rura-003.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-3x6-rura-004.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-3x6-rura-005.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-3x6-rura-006.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-3x6-rura-007.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-3x6-rura-008.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-3x6-rura-009.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-3x6-rura-010.jpg	new	6376	6376	https://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-3x6-rura-020.png	"Теплица «Стандарт» 3x10x2 из оцинкованной квадратной трубы с поликарбонатом Soton Nano 4"		6376	"Home & Garden > Lawn & Garden > Gardening > Greenhouses"	"Теплицы ""Стандарт"" > Теплицы с поликарбонатом"	https://ua.alistan-shop.com/vitrina/teplicza-standart-3x10x2-iz-oczinkovannoj-kvadratnoj-truby-pod-polikarbonat-4-mm/	"14750 UAH"	"in stock"
6377	"Каркас теплицы премиум-класса «Стандарт» изготовлен из стальной профильной квадратной трубы 20&#215;20 мм. Покрытие цинком обеспечивает антикоррозийность и длительный срок службы металла. Гарантийный срок эксплуатации надежного каркаса из нержавеющей стали &#8212; 15 лет.
Каркас имеет дополнительное усиление, благодаря которым тепличная конструкция выдерживает значительные механические нагрузки. Это армирующие диагональные усиления с обеих сторон в нижней части торцов и усиленные оцинкованные балки в верхней части каждой арки.
Характеристики теплицы «Стандарт» &#8212; толщина стенки оцинкованного профиля &#8212; 1,2 мм, расстояние между арками 1 м, прочность 200 кг/м2. Отличные прочностные характеристики и выгодная цена от производителя делает эту теплицу лучшим решением для выращивания тепличных культур на загородном участке.
"	https://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-4x6-rura-004.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-4x6-rura-005.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-4x6-rura-007.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-4x6-rura-009.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-4x6-rura-010.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-4x6-rura-011.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-4x6-rura-013.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-4x6-rura-014.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-4x6-rura-015.jpg	new	6377	6377	https://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-4x6-rura-020.png	"Теплица «Стандарт» 4x8x2,2 из оцинкованной квадратной трубы с поликарбонатом Soton Nano"		6377	"Home & Garden > Lawn & Garden > Gardening > Greenhouses"	"Теплицы ""Стандарт"" > Теплицы с поликарбонатом"	https://ua.alistan-shop.com/vitrina/teplicza-standart-4x8x22-iz-oczinkovannoj-kvadratnoj-truby-pod-polikarbonat-4-mm/	"17500 UAH"	"in stock"
6379	"Каркас теплицы премиум-класса «Стандарт» изготовлен из стальной профильной квадратной трубы 20&#215;20 мм. Покрытие цинком обеспечивает антикоррозийность и длительный срок службы металла. Гарантийный срок эксплуатации надежного каркаса из нержавеющей стали &#8212; 15 лет.
Каркас имеет дополнительное усиление, благодаря которым тепличная конструкция выдерживает значительные механические нагрузки. Это армирующие диагональные усиления с обеих сторон в нижней части торцов и усиленные оцинкованные балки в верхней части каждой арки.
Характеристики теплицы «Стандарт» &#8212; толщина стенки оцинкованного профиля &#8212; 1,2 мм, расстояние между арками 1 м, прочность 200 кг/м2. Отличные прочностные характеристики и выгодная цена от производителя делает эту теплицу лучшим решением для выращивания тепличных культур на загородном участке.
"	https://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-4x6-rura-004.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-4x6-rura-005.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-4x6-rura-007.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-4x6-rura-009.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-4x6-rura-010.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-4x6-rura-011.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-4x6-rura-013.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-4x6-rura-014.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-4x6-rura-015.jpg	new	6379	6379	https://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-4x6-rura-020.png	"Теплица «Стандарт» 4x10x2,2 из оцинкованной квадратной трубы с поликарбонатом Soton Nano"		6379	"Home & Garden > Lawn & Garden > Gardening > Greenhouses"	"Теплицы ""Стандарт"" > Теплицы с поликарбонатом"	https://ua.alistan-shop.com/vitrina/teplicza-standart-4x10x22-iz-oczinkovannoj-kvadratnoj-truby-pod-polikarbonat-4-mm/	"20950 UAH"	"in stock"
6381	"Каркас теплицы премиум-класса «Стандарт» изготовлен из стальной профильной квадратной трубы 20&#215;20 мм. Покрытие цинком обеспечивает антикоррозийность и длительный срок службы металла. Гарантийный срок эксплуатации надежного каркаса из нержавеющей стали &#8212; 15 лет.
Каркас имеет дополнительное усиление, благодаря которым тепличная конструкция выдерживает значительные механические нагрузки. Это армирующие диагональные усиления с обеих сторон в нижней части торцов и усиленные оцинкованные балки в верхней части каждой арки.
Характеристики теплицы «Стандарт» &#8212; толщина стенки оцинкованного профиля &#8212; 1,2 мм, расстояние между арками 1 м, прочность 200 кг/м2. Отличные прочностные характеристики и выгодная цена от производителя делает эту теплицу лучшим решением для выращивания тепличных культур на загородном участке.
"	https://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-4x6-rura-004.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-4x6-rura-005.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-4x6-rura-007.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-4x6-rura-009.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-4x6-rura-010.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-4x6-rura-011.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-4x6-rura-013.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-4x6-rura-014.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-4x6-rura-015.jpg	new	6381	6381	https://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-4x6-rura-020.png	"Теплица «Стандарт» 4x6x2,2 из оцинкованной квадратной трубы с поликарбонатом Soton Nano"		6381	"Home & Garden > Lawn & Garden > Gardening > Greenhouses"	"Теплицы ""Стандарт"" > Теплицы с поликарбонатом"	https://ua.alistan-shop.com/vitrina/teplicza-standart-4x6x22-iz-oczinkovannoj-kvadratnoj-truby-pod-polikarbonat-6-mm/	"18500 UAH"	"in stock"
6382	"Каркас теплицы премиум-класса «Стандарт» изготовлен из стальной профильной квадратной трубы 20&#215;20 мм. Покрытие цинком обеспечивает антикоррозийность и длительный срок службы металла. Гарантийный срок эксплуатации надежного каркаса из нержавеющей стали &#8212; 15 лет.
Каркас имеет дополнительное усиление, благодаря которым тепличная конструкция выдерживает значительные механические нагрузки. Это армирующие диагональные усиления с обеих сторон в нижней части торцов и усиленные оцинкованные балки в верхней части каждой арки.
Характеристики теплицы «Стандарт» &#8212; толщина стенки оцинкованного профиля &#8212; 1,2 мм, расстояние между арками 1 м, прочность 200 кг/м2. Отличные прочностные характеристики и выгодная цена от производителя делает эту теплицу лучшим решением для выращивания тепличных культур на загородном участке.
"	https://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-4x6-rura-004.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-4x6-rura-005.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-4x6-rura-007.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-4x6-rura-009.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-4x6-rura-010.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-4x6-rura-011.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-4x6-rura-013.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-4x6-rura-014.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-4x6-rura-015.jpg	new	6382	6382	https://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-4x6-rura-020.png	"Теплица «Стандарт» 4x8x2,2 из оцинкованной квадратной трубы с поликарбонатом Soton Nano"		6382	"Home & Garden > Lawn & Garden > Gardening > Greenhouses"	"Теплицы ""Стандарт"" > Теплицы с поликарбонатом"	https://ua.alistan-shop.com/vitrina/teplicza-standart-4x8x22-iz-oczinkovannoj-kvadratnoj-truby-pod-polikarbonat-6-mm/	"21900 UAH"	"in stock"
6383	"Каркас теплицы премиум-класса «Стандарт» изготовлен из стальной профильной квадратной трубы 20&#215;20 мм. Покрытие цинком обеспечивает антикоррозийность и длительный срок службы металла. Гарантийный срок эксплуатации надежного каркаса из нержавеющей стали &#8212; 15 лет.
Каркас имеет дополнительное усиление, благодаря которым тепличная конструкция выдерживает значительные механические нагрузки. Это армирующие диагональные усиления с обеих сторон в нижней части торцов и усиленные оцинкованные балки в верхней части каждой арки.
Характеристики теплицы «Стандарт» размером 4х10 &#8212; толщина стенки оцинкованного профиля &#8212; 1,2 мм, расстояние между арками 1 м, прочность 200 кг/м2. Отличные прочностные характеристики и выгодная цена от производителя делает эту теплицу лучшим решением для выращивания тепличных культур на загородном участке.
"	https://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-4x6-rura-004.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-4x6-rura-005.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-4x6-rura-007.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-4x6-rura-009.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-4x6-rura-010.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-4x6-rura-011.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-4x6-rura-013.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-4x6-rura-014.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-4x6-rura-015.jpg	new	6383	6383	https://ua.alistan-shop.com/wp-content/uploads/tunel-poliweglan-4x6-rura-020.png	"Теплица «Стандарт» 4x10x2,2 из оцинкованной квадратной трубы с поликарбонатом Soton Nano"		6383	"Home & Garden > Lawn & Garden > Gardening > Greenhouses"	"Теплицы ""Стандарт"" > Теплицы с поликарбонатом"	https://ua.alistan-shop.com/vitrina/teplicza-standart-4x10x22-iz-oczinkovannoj-kvadratnoj-truby-pod-polikarbonat-6-mm/	"26400 UAH"	"in stock"
6396	"Сотовый поликарбонат Soton украинского производства. Цена указана за 1 лист толщиной 6 мм и размером 2,1 x 6 м. Цвет прозрачный. Высокая степень УФ-защиты. Срок эксплуатации от 8 до 15 лет.
"		new	6396	6396	https://ua.alistan-shop.com/wp-content/uploads/poliweglan-bezbarwny-20.png	"Поликарбонат сотовый Soton Nano прозрачный с УФ-защитой 6 мм"		6396	"Home & Garden > Lawn & Garden > Gardening > Greenhouses"	"Сотовый поликарбонат"	https://ua.alistan-shop.com/vitrina/polikarbonat-sotovyj-prozrachnyj-s-uf-zashhitoj-6-mm/	"1780 UAH"	"in stock"
6482	"Сотовый поликарбонат Soton украинского производства. Цена указана за 1 лист толщиной 4 мм и размером 2,1 x 6 м. Цвет прозрачный. Высокая степень УФ-защиты. Срок эксплуатации от 8 до 15 лет.
"		new	6482	6482	https://ua.alistan-shop.com/wp-content/uploads/poliweglan-bezbarwny-20.png	"Поликарбонат сотовый Soton Nano прозрачный с УФ-защитой 4 мм"		6482	"Home & Garden > Lawn & Garden > Gardening > Greenhouses"	"Сотовый поликарбонат"	https://ua.alistan-shop.com/vitrina/polikarbonat-sotovyj-prozrachnyj-s-uf-zashhitoj-4-mm/	"1050 UAH"	"in stock"
6868	"Теплица «Омега» 4х6х2 м включает усиленный каркас и светостабилизационную пленку толщиной 120 мкм. Ширина каркаса — 4 м, длина — 6 м, высота — 2 м. Окна и двери имеются на обеих торцах тепличной конструкции.
Усиленный каркас теплицы выдерживает снеговую нагрузку до 40 кг/м кв., ветровую — 30 кг/м кв. Это позволяет использовать конструкцию для круглогодичного выращивания тепличных культур.
Теплица «Омега» размером 4х6 м с усиленным оцинкованным каркасом, укомплектованная тепличной пленкой — лучшее решение для дачи или загородного дома. Для наших клиентов — доступная стоимость от производителя и консультация специалиста по сборке и установке теплицы.
"	https://ua.alistan-shop.com/wp-content/uploads/tunel-folia-3x6-stal-ocynk-004.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-folia-3x6-stal-ocynk-007.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-folia-3x6-stal-ocynk-005.jpg	new	6868	6868	https://ua.alistan-shop.com/wp-content/uploads/tunel-folia-3x6-stal-ocynk-020.png	"Теплица «Омега» 4x6x2,2 из оцинкованного омега профиля под пленку 120 мкм"		6868	"Home & Garden > Lawn & Garden > Gardening > Greenhouses"	"Теплицы ""Омега"" с пленкой > Теплицы с пленкой"	https://ua.alistan-shop.com/vitrina/teplicza-omega-4x6x22-iz-oczinkovannogo-omega-profilya-pod-plenku-120-mkm/	"5450 UAH"	"in stock"
6869	"Теплица «Омега» 4х8х2 м включает усиленный каркас и светостабилизационную пленку толщиной 120 мкм. Ширина каркаса — 4 м, длина — 8 м, высота — 2 м. Окна и двери имеются на обеих торцах тепличной конструкции.
Усиленный каркас теплицы выдерживает снеговую нагрузку до 40 кг/м кв., ветровую — 30 кг/м кв. Это позволяет использовать конструкцию для круглогодичного выращивания тепличных культур.
Теплица «Омега» размером 4х8 м с усиленным оцинкованным каркасом, укомплектованная тепличной пленкой — лучшее решение для дачи или загородного дома. Для наших клиентов — доступная стоимость от производителя и консультация специалиста по сборке и установке теплицы.
"	https://ua.alistan-shop.com/wp-content/uploads/tunel-folia-3x6-stal-ocynk-012.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-folia-3x6-stal-ocynk-011.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-folia-3x6-stal-ocynk-006.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/omega-folia-3m-03.jpg%2Chttps://ua.alistan-shop.com/wp-content/uploads/tunel-folia-3x6-stal-ocynk-015.jpg	new	6869	6869	https://ua.alistan-shop.com/wp-content/uploads/tunel-folia-3x6-stal-ocynk-020.png	"Теплица «Омега» 4x8x2,2 из оцинкованного омега профиля под пленку 120 мкм"		6869	"Home & Garden > Lawn & Garden > Gardening > Greenhouses"	"Теплицы ""Омега"" с пленкой > Теплицы с пленкой"	https://ua.alistan-shop.com/vitrina/teplicza-omega-4x8x22-iz-oczinkovannogo-omega-profilya-pod-plenku-120-mkm/	"6300 UAH"	"in stock"
